	URL	Nome
102	https://www.fut.gg/players/226301-morgan/24-67335165/	Morgan
103	https://www.fut.gg/players/156616-franck-ribery/24-50488264/	Franck Ribery
104	https://www.fut.gg/players/209331-mohamed-salah/24-134427059/	Mohamed Salah
105	https://www.fut.gg/players/238388-dennis-bergkamp/24-50570036/	Dennis Bergkamp
106	https://www.fut.gg/players/209331-mohamed-salah/24-117649843/	Mohamed Salah
107	https://www.fut.gg/players/45661-raul/24-50377309/	Raul
108	https://www.fut.gg/players/192181-marco-van-basten/24-50523829/	Marco Van Basten
109	https://www.fut.gg/players/227203-alexia-putellas/24-67336067/	Alexia Putellas
110	https://www.fut.gg/players/237289-patri-guijarro/24-50568937/	Patri Guijarro
111	https://www.fut.gg/players/1397-zinedine-zidane/24-67110261/	Zinedine Zidane
112	https://www.fut.gg/players/165153-karim-benzema/24-67274017/	Karim Benzema
113	https://www.fut.gg/players/158023-lionel-messi/24-50489671/	Lionel Messi
114	https://www.fut.gg/players/5479-casillas/24-50337127/	Casillas
115	https://www.fut.gg/players/227361-kadidiatou-diani/24-50559009/	Kadidiatou Diani
116	https://www.fut.gg/players/246272-katoto/24-50577920/	Katoto
117	https://www.fut.gg/players/190871-neymar-jr/24-50522519/	Neymar Jr
118	https://www.fut.gg/players/238794-vinicius-jr/24-50570442/	Vinicius Jr
119	https://www.fut.gg/players/5003-cafu/24-50336651/	Cafu
120	https://www.fut.gg/players/231747-kylian-mbappe/24-84117827/	Kylian Mbappe
121	https://www.fut.gg/players/231747-kylian-mbappe/24-67340611/	Kylian Mbappe
122	https://www.fut.gg/players/242519-eusebio/24-50574167/	Eusebio
123	https://www.fut.gg/players/166691-zico/24-50498339/	Zico
124	https://www.fut.gg/players/192985-kevin-de-bruyne/24-67301849/	Kevin De Bruyne
125	https://www.fut.gg/players/239085-erling-haaland/24-84125165/	Erling Haaland
126	https://www.fut.gg/players/202126-harry-kane/24-84088206/	Harry Kane
127	https://www.fut.gg/players/247616-andrea-pirlo/24-50579264/	Andrea Pirlo
128	https://www.fut.gg/players/202126-harry-kane/24-67310990/	Harry Kane
129	https://www.fut.gg/players/231747-kylian-mbappe/24-50563395/	Kylian Mbappe
130	https://www.fut.gg/players/232293-victor-osimhen/24-50563941/	Victor Osimhen
131	https://www.fut.gg/players/254642-ferenc-puskas/24-254642/	Ferenc Puskas
132	https://www.fut.gg/players/247553-garrincha/24-247553/	Garrincha
133	https://www.fut.gg/players/238439-paolo-maldini/24-238439/	Paolo Maldini
134	https://www.fut.gg/players/238380-lev-yashin/24-238380/	Lev Yashin
135	https://www.fut.gg/players/190048-gerd-muller/24-190048/	Gerd Muller
136	https://www.fut.gg/players/230025-bobby-charlton/24-230025/	Bobby Charlton
137	https://www.fut.gg/players/275276-birgit-prinz/24-275276/	Birgit Prinz
138	https://www.fut.gg/players/238443-laurent-blanc/24-50570091/	Laurent Blanc
139	https://www.fut.gg/players/238443-laurent-blanc/24-67347307/	Laurent Blanc
140	https://www.fut.gg/players/242510-miroslav-klose/24-67351374/	Miroslav Klose
141	https://www.fut.gg/players/250890-gianluca-zambrotta/24-50582538/	Gianluca Zambrotta
142	https://www.fut.gg/players/200104-heung-min-son/24-151195048/	Heung Min Son
143	https://www.fut.gg/players/253163-ronald-araujo/24-84139243/	Ronald Araujo
144	https://www.fut.gg/players/213345-kingsley-coman/24-117653857/	Kingsley Coman
145	https://www.fut.gg/players/158023-lionel-messi/24-100821319/	Lionel Messi
146	https://www.fut.gg/players/275092-sonia-bompastor/24-67383956/	Sonia Bompastor
147	https://www.fut.gg/players/273812-steve-mcmanaman/24-67382676/	Steve Mcmanaman
148	https://www.fut.gg/players/231443-ousmane-dembele/24-100894739/	Ousmane Dembele
149	https://www.fut.gg/players/203376-virgil-van-dijk/24-134421104/	Virgil Van Dijk
150	https://www.fut.gg/players/1551-ludovic-giuly/24-67110415/	Ludovic Giuly
151	https://www.fut.gg/players/1025-rui-costa/24-67109889/	Rui Costa
152	https://www.fut.gg/players/226373-nadine-kessler/24-67335237/	Nadine Kessler
153	https://www.fut.gg/players/235243-matthijs-de-ligt/24-67344107/	Matthijs De Ligt
154	https://www.fut.gg/players/212188-timo-werner/24-84098268/	Timo Werner
155	https://www.fut.gg/players/194765-antoine-griezmann/24-117635277/	Antoine Griezmann
156	https://www.fut.gg/players/239064-fabio-cannavaro/24-50570712/	Fabio Cannavaro
157	https://www.fut.gg/players/258778-david-beckham/24-50590426/	David Beckham
158	https://www.fut.gg/players/227263-kelly-smith/24-67336127/	Kelly Smith
159	https://www.fut.gg/players/257008-lauren-hemp/24-84143088/	Lauren Hemp
160	https://www.fut.gg/players/257534-cole-palmer/24-84143614/	Cole Palmer
161	https://www.fut.gg/players/265674-selma-bacha/24-100928970/	Selma Bacha
162	https://www.fut.gg/players/239419-andriy-shevchenko/24-50571067/	Andriy Shevchenko
163	https://www.fut.gg/players/242931-steven-gerrard/24-50574579/	Steven Gerrard
164	https://www.fut.gg/players/54050-wayne-rooney/24-67162914/	Wayne Rooney
165	https://www.fut.gg/players/265249-lauren-james/24-100928545/	Lauren James
166	https://www.fut.gg/players/231478-lautaro-martinez/24-100894774/	Lautaro Martinez
167	https://www.fut.gg/players/230621-gianluigi-donnarumma/24-67339485/	Gianluigi Donnarumma
168	https://www.fut.gg/players/192505-romelu-lukaku/24-117633017/	Romelu Lukaku
169	https://www.fut.gg/players/230666-gabriel-jesus/24-84116746/	Gabriel Jesus
170	https://www.fut.gg/players/212622-joshua-kimmich/24-50544270/	Joshua Kimmich
171	https://www.fut.gg/players/256790-jamal-musiala/24-117697302/	Jamal Musiala
172	https://www.fut.gg/players/218667-bernardo-silva/24-84104747/	Bernardo Silva
173	https://www.fut.gg/players/215914-ngolo-kante/24-100879210/	Ngolo Kante
174	https://www.fut.gg/players/1201-gianfranco-zola/24-50332849/	Gianfranco Zola
175	https://www.fut.gg/players/10535-xavi/24-50342183/	Xavi
176	https://www.fut.gg/players/231866-rodri/24-67340730/	Rodri
177	https://www.fut.gg/players/231866-rodri/24-50563514/	Rodri
178	https://www.fut.gg/players/167948-hugo-lloris/24-50499596/	Hugo Lloris
179	https://www.fut.gg/players/51-alan-shearer/24-50331699/	Alan Shearer
180	https://www.fut.gg/players/166149-hugo-sanchez/24-50497797/	Hugo Sanchez
181	https://www.fut.gg/players/192119-thibaut-courtois/24-50523767/	Thibaut Courtois
182	https://www.fut.gg/players/190044-bobby-moore/24-50521692/	Bobby Moore
183	https://www.fut.gg/players/238382-alessandro-del-piero/24-50570030/	Alessandro Del Piero
184	https://www.fut.gg/players/203376-virgil-van-dijk/24-84089456/	Virgil Van Dijk
185	https://www.fut.gg/players/214267-gary-lineker/24-50545915/	Gary Lineker
186	https://www.fut.gg/players/20801-cristiano-ronaldo/24-67129665/	Cristiano Ronaldo
187	https://www.fut.gg/players/31432-didier-drogba/24-50363080/	Didier Drogba
188	https://www.fut.gg/players/10264-ruud-van-nistelrooy/24-50341912/	Ruud Van Nistelrooy
189	https://www.fut.gg/players/246669-bukayo-saka/24-67355533/	Bukayo Saka
190	https://www.fut.gg/players/4231-rivaldo/24-50335879/	Rivaldo
191	https://www.fut.gg/players/227125-samantha-may-kerr/24-67335989/	Samantha May Kerr
192	https://www.fut.gg/players/227102-caroline-graham-hansen/24-67335966/	Caroline Graham Hansen
193	https://www.fut.gg/players/274750-wesley-sneijder/24-50606398/	Wesley Sneijder
194	https://www.fut.gg/players/233700-gianluca-vialli/24-50565348/	Gianluca Vialli
195	https://www.fut.gg/players/247699-kenny-dalglish/24-50579347/	Kenny Dalglish
196	https://www.fut.gg/players/138449-kaka/24-50470097/	Kaka
197	https://www.fut.gg/players/1088-alessandro-nesta/24-50332736/	Alessandro Nesta
198	https://www.fut.gg/players/218667-bernardo-silva/24-50550315/	Bernardo Silva
199	https://www.fut.gg/players/209331-mohamed-salah/24-100872627/	Mohamed Salah
200	https://www.fut.gg/players/241667-aitana-bonmati/24-67350531/	Aitana Bonmati
201	https://www.fut.gg/players/180403-willian-borges-da-silva/24-50512051/	Willian Borges Da Silva
202	https://www.fut.gg/players/165153-karim-benzema/24-50496801/	Karim Benzema
203	https://www.fut.gg/players/209331-mohamed-salah/24-84095411/	Mohamed Salah
204	https://www.fut.gg/players/241667-aitana-bonmati/24-50573315/	Aitana Bonmati
205	https://www.fut.gg/players/214100-ruud-gullit/24-50545748/	Ruud Gullit
206	https://www.fut.gg/players/227102-caroline-graham-hansen/24-50558750/	Caroline Graham Hansen
207	https://www.fut.gg/players/209331-mohamed-salah/24-67318195/	Mohamed Salah
208	https://www.fut.gg/players/246669-bukayo-saka/24-50578317/	Bukayo Saka
209	https://www.fut.gg/players/202126-harry-kane/24-50533774/	Harry Kane
210	https://www.fut.gg/players/227203-alexia-putellas/24-50558851/	Alexia Putellas
211	https://www.fut.gg/players/188545-robert-lewandowski/24-50520193/	Robert Lewandowski
212	https://www.fut.gg/players/242519-eusebio/24-242519/	Eusebio
213	https://www.fut.gg/players/192181-marco-van-basten/24-192181/	Marco Van Basten
214	https://www.fut.gg/players/167135-carlos-alberto/24-167135/	Carlos Alberto
215	https://www.fut.gg/players/166906-franco-baresi/24-166906/	Franco Baresi
216	https://www.fut.gg/players/5003-cafu/24-5003/	Cafu
217	https://www.fut.gg/players/1625-thierry-henry/24-1625/	Thierry Henry
218	https://www.fut.gg/players/1114-roberto-baggio/24-1114/	Roberto Baggio
219	https://www.fut.gg/players/227006-homare-sawa/24-227006/	Homare Sawa
220	https://www.fut.gg/players/166691-zico/24-166691/	Zico
221	https://www.fut.gg/players/227203-alexia-putellas/24-227203/	Alexia Putellas
222	https://www.fut.gg/players/231747-kylian-mbappe/24-231747/	Kylian Mbappe
223	https://www.fut.gg/players/192985-kevin-de-bruyne/24-192985/	Kevin De Bruyne
224	https://www.fut.gg/players/239085-erling-haaland/24-239085/	Erling Haaland
225	https://www.fut.gg/players/240-roy-keane/24-83886320/	Roy Keane
226	https://www.fut.gg/players/240-roy-keane/24-67109104/	Roy Keane
227	https://www.fut.gg/players/224458-diogo-jota/24-134442186/	Diogo Jota
228	https://www.fut.gg/players/241846-ewa-pajor/24-67350710/	Ewa Pajor
229	https://www.fut.gg/players/224232-nicolo-barella/24-100887528/	Nicolo Barella
230	https://www.fut.gg/players/245802-beth-mead/24-50577450/	Beth Mead
231	https://www.fut.gg/players/232075-rose-lavelle/24-84118155/	Rose Lavelle
232	https://www.fut.gg/players/243812-rodrygo/24-100907108/	Rodrygo
233	https://www.fut.gg/players/232075-rose-lavelle/24-67340939/	Rose Lavelle
234	https://www.fut.gg/players/243812-rodrygo/24-117684324/	Rodrygo
235	https://www.fut.gg/players/237679-randal-kolo-muani/24-84123759/	Randal Kolo Muani
236	https://www.fut.gg/players/198219-lorenzo-insigne/24-67307083/	Lorenzo Insigne
237	https://www.fut.gg/players/198219-lorenzo-insigne/24-50529867/	Lorenzo Insigne
238	https://www.fut.gg/players/229984-ben-chilwell/24-50561632/	Ben Chilwell
239	https://www.fut.gg/players/229237-manuel-akanji/24-50560885/	Manuel Akanji
240	https://www.fut.gg/players/271974-bobby-clark/24-50603622/	Bobby Clark
241	https://www.fut.gg/players/211110-paulo-dybala/24-134428838/	Paulo Dybala
242	https://www.fut.gg/players/232293-victor-osimhen/24-84118373/	Victor Osimhen
243	https://www.fut.gg/players/3622-ricardo-carvalho/24-50335270/	Ricardo Carvalho
244	https://www.fut.gg/players/266695-tomas-brolin/24-50598343/	Tomas Brolin
245	https://www.fut.gg/players/20289-yaya-toure/24-67129153/	Yaya Toure
246	https://www.fut.gg/players/184943-ramires/24-67293807/	Ramires
247	https://www.fut.gg/players/142754-javier-mascherano/24-50474402/	Javier Mascherano
248	https://www.fut.gg/players/235805-federico-chiesa/24-100899101/	Federico Chiesa
249	https://www.fut.gg/players/233746-vivianne-miedema/24-67342610/	Vivianne Miedema
250	https://www.fut.gg/players/241084-luis-diaz/24-84127164/	Luis Diaz
251	https://www.fut.gg/players/227361-kadidiatou-diani/24-100890657/	Kadidiatou Diani
252	https://www.fut.gg/players/241925-chris-fuhrich/24-84128005/	Chris Fuhrich
253	https://www.fut.gg/players/193301-alexandre-lacazette/24-84079381/	Alexandre Lacazette
254	https://www.fut.gg/players/166676-rudi-voller/24-50498324/	Rudi Voller
255	https://www.fut.gg/players/214101-paulo-futre/24-67322965/	Paulo Futre
256	https://www.fut.gg/players/216409-matteo-politano/24-67325273/	Matteo Politano
257	https://www.fut.gg/players/208128-hakan-calhanoglu/24-67316992/	Hakan Calhanoglu
258	https://www.fut.gg/players/206517-jack-grealish/24-84092597/	Jack Grealish
259	https://www.fut.gg/players/207865-marquinhos/24-67316729/	Marquinhos
260	https://www.fut.gg/players/13038-carles-puyol/24-50344686/	Carles Puyol
261	https://www.fut.gg/players/239602-pavel-nedved/24-50571250/	Pavel Nedved
262	https://www.fut.gg/players/270673-warren-zaire-emery/24-50602321/	Warren Zaire Emery
263	https://www.fut.gg/players/238794-vinicius-jr/24-100902090/	Vinicius Jr
264	https://www.fut.gg/players/242928-clarence-seedorf/24-50574576/	Clarence Seedorf
265	https://www.fut.gg/players/238415-emmanuel-petit/24-50570063/	Emmanuel Petit
266	https://www.fut.gg/players/247679-victor-boniface/24-134465407/	Victor Boniface
267	https://www.fut.gg/players/268438-alejandro-garnacho/24-67377302/	Alejandro Garnacho
268	https://www.fut.gg/players/262531-claudia-pina/24-50594179/	Claudia Pina
269	https://www.fut.gg/players/253072-darwin-nunez/24-50584720/	Darwin Nunez
270	https://www.fut.gg/players/212190-niklas-sule/24-50543838/	Niklas Sule
271	https://www.fut.gg/players/253004-ansu-fati/24-100916300/	Ansu Fati
272	https://www.fut.gg/players/226893-debinha/24-67335757/	Debinha
273	https://www.fut.gg/players/239053-federico-valverde/24-84125133/	Federico Valverde
274	https://www.fut.gg/players/210257-ederson/24-50541905/	Ederson
275	https://www.fut.gg/players/45674-michael-essien/24-50377322/	Michael Essien
276	https://www.fut.gg/players/199503-granit-xhaka/24-50531151/	Granit Xhaka
277	https://www.fut.gg/players/231677-marcus-rashford/24-67340541/	Marcus Rashford
278	https://www.fut.gg/players/231677-marcus-rashford/24-84117757/	Marcus Rashford
279	https://www.fut.gg/players/200104-heung-min-son/24-100863400/	Heung Min Son
280	https://www.fut.gg/players/200104-heung-min-son/24-117640616/	Heung Min Son
281	https://www.fut.gg/players/212831-alisson/24-50544479/	Alisson
282	https://www.fut.gg/players/200145-casemiro/24-50531793/	Casemiro
283	https://www.fut.gg/players/222000-michael-laudrup/24-50553648/	Michael Laudrup
284	https://www.fut.gg/players/242510-miroslav-klose/24-50574158/	Miroslav Klose
285	https://www.fut.gg/players/248146-ian-wright/24-50579794/	Ian Wright
286	https://www.fut.gg/players/4833-hristo-stoichkov/24-50336481/	Hristo Stoichkov
287	https://www.fut.gg/players/161840-fernando-hierro/24-50493488/	Fernando Hierro
288	https://www.fut.gg/players/191695-emilio-butragueno/24-50523343/	Emilio Butragueno
289	https://www.fut.gg/players/232411-christopher-nkunku/24-50564059/	Christopher Nkunku
290	https://www.fut.gg/players/226301-morgan/24-50557949/	Morgan
291	https://www.fut.gg/players/256790-jamal-musiala/24-100920086/	Jamal Musiala
292	https://www.fut.gg/players/194765-antoine-griezmann/24-100858061/	Antoine Griezmann
293	https://www.fut.gg/players/238439-paolo-maldini/24-67347303/	Paolo Maldini
294	https://www.fut.gg/players/248717-lena-oberdorf/24-50580365/	Lena Oberdorf
295	https://www.fut.gg/players/166124-gheorghe-hagi/24-50497772/	Gheorghe Hagi
296	https://www.fut.gg/players/227310-ada-martine-stolsmo-hegerberg/24-50558958/	Ada Martine Stolsmo Hegerberg
297	https://www.fut.gg/players/239053-federico-valverde/24-67347917/	Federico Valverde
298	https://www.fut.gg/players/274966-carlos-tevez/24-50606614/	Carlos Tevez
299	https://www.fut.gg/players/5454-bixente-lizarazu/24-50337102/	Bixente Lizarazu
300	https://www.fut.gg/players/262271-diego-milito/24-50593919/	Diego Milito
301	https://www.fut.gg/players/167425-abedi-pele/24-50499073/	Abedi Pele
302	https://www.fut.gg/players/226373-nadine-kessler/24-50558021/	Nadine Kessler
303	https://www.fut.gg/players/257008-lauren-hemp/24-50588656/	Lauren Hemp
304	https://www.fut.gg/players/245872-kim-little/24-50577520/	Kim Little
305	https://www.fut.gg/players/5589-luis-figo/24-50337237/	Luis Figo
306	https://www.fut.gg/players/51539-edwin-van-der-sar/24-50383187/	Edwin Van Der Sar
307	https://www.fut.gg/players/167198-eric-cantona/24-50498846/	Eric Cantona
308	https://www.fut.gg/players/229158-branco-van-den-boomen/24-50560806/	Branco Van Den Boomen
309	https://www.fut.gg/players/201024-kalidou-koulibaly/24-50532672/	Kalidou Koulibaly
310	https://www.fut.gg/players/265674-selma-bacha/24-50597322/	Selma Bacha
311	https://www.fut.gg/players/191972-david-ginola/24-50523620/	David Ginola
312	https://www.fut.gg/players/5661-fernando-morientes/24-50337309/	Fernando Morientes
313	https://www.fut.gg/players/192448-marc-andre-ter-stegen/24-50524096/	Marc Andre Ter Stegen
314	https://www.fut.gg/players/1041-javier-zanetti/24-50332689/	Javier Zanetti
315	https://www.fut.gg/players/227263-kelly-smith/24-50558911/	Kelly Smith
316	https://www.fut.gg/players/226302-alexandra-popp/24-50557950/	Alexandra Popp
317	https://www.fut.gg/players/268513-jairzinho/24-50600161/	Jairzinho
318	https://www.fut.gg/players/222665-martin-odegaard/24-67331529/	Martin Odegaard
319	https://www.fut.gg/players/203376-virgil-van-dijk/24-67312240/	Virgil Van Dijk
320	https://www.fut.gg/players/239818-ruben-dias/24-50571466/	Ruben Dias
321	https://www.fut.gg/players/231443-ousmane-dembele/24-50563091/	Ousmane Dembele
322	https://www.fut.gg/players/180930-edin-dzeko/24-50512578/	Edin Dzeko
323	https://www.fut.gg/players/212198-bruno-fernandes/24-50543846/	Bruno Fernandes
324	https://www.fut.gg/players/227125-samantha-may-kerr/24-50558773/	Samantha May Kerr
325	https://www.fut.gg/players/209331-mohamed-salah/24-50540979/	Mohamed Salah
326	https://www.fut.gg/players/238435-lothar-matthaus/24-238435/	Lothar Matthaus
327	https://www.fut.gg/players/238430-roberto-carlos/24-238430/	Roberto Carlos
328	https://www.fut.gg/players/238388-dennis-bergkamp/24-238388/	Dennis Bergkamp
329	https://www.fut.gg/players/238382-alessandro-del-piero/24-238382/	Alessandro Del Piero
330	https://www.fut.gg/players/226764-george-best/24-226764/	George Best
331	https://www.fut.gg/players/214100-ruud-gullit/24-214100/	Ruud Gullit
332	https://www.fut.gg/players/190044-bobby-moore/24-190044/	Bobby Moore
333	https://www.fut.gg/players/45661-raul/24-45661/	Raul
334	https://www.fut.gg/players/10535-xavi/24-10535/	Xavi
335	https://www.fut.gg/players/7763-andrea-pirlo/24-7763/	Andrea Pirlo
336	https://www.fut.gg/players/5479-casillas/24-5479/	Casillas
337	https://www.fut.gg/players/4231-rivaldo/24-4231/	Rivaldo
338	https://www.fut.gg/players/227324-camille-abily/24-227324/	Camille Abily
339	https://www.fut.gg/players/227125-samantha-may-kerr/24-227125/	Samantha May Kerr
340	https://www.fut.gg/players/227102-caroline-graham-hansen/24-227102/	Caroline Graham Hansen
341	https://www.fut.gg/players/241667-aitana-bonmati/24-241667/	Aitana Bonmati
342	https://www.fut.gg/players/158023-lionel-messi/24-158023/	Lionel Messi
343	https://www.fut.gg/players/188545-robert-lewandowski/24-188545/	Robert Lewandowski
344	https://www.fut.gg/players/192119-thibaut-courtois/24-192119/	Thibaut Courtois
345	https://www.fut.gg/players/202126-harry-kane/24-202126/	Harry Kane
